LAMMPS polymer data

200 atoms
199 bonds

1 atom types
1 bond types

-20.01649801 20.86642609 xlo xhi
-17.06366945 16.15499748 ylo yhi
-20.11361770 19.89053617 zlo zhi

Masses

1 1.00000000

Atoms

1 1 1 -0.15096896 0.35245155 -4.02899274
2 1 1 -0.87700270 -0.32929128 -3.93898316
3 1 1 -0.44835264 -1.05806069 -3.40498479
4 1 1 -0.26131594 -1.85407223 -3.98064346
5 1 1 -0.17080597 -2.01051164 -2.99711173
6 1 1 -0.99364272 -2.29458676 -3.48929159
7 1 1 -1.88560742 -2.32648215 -3.03831304
8 1 1 -2.69702434 -2.38226934 -3.62011229
9 1 1 -3.17153011 -3.15169733 -3.19253208
10 1 1 -2.26279637 -3.38936731 -2.84943447
11 1 1 -3.06693293 -3.35553749 -2.25595327
12 1 1 -4.01403660 -3.06395083 -2.39001242
13 1 1 -4.59517481 -2.43166360 -1.87767345
14 1 1 -4.30547635 -1.62046369 -2.38563951
15 1 1 -5.13381806 -1.67456914 -2.94324386
16 1 1 -6.10604373 -1.79458401 -2.74231184
17 1 1 -6.96793467 -1.75834145 -3.24810871
18 1 1 -7.17193480 -1.96412194 -2.29100979
19 1 1 -7.09603562 -2.84926243 -1.83191762
20 1 1 -7.88679333 -3.34395566 -1.47138904
21 1 1 -8.60324355 -2.88005185 -1.99243832
22 1 1 -7.91234982 -2.76137691 -2.70558776
23 1 1 -8.70368757 -3.04687474 -3.24621291
24 1 1 -8.38111160 -2.69384055 -4.12445639
25 1 1 -7.72419564 -3.15975871 -4.71723096
26 1 1 -6.96750788 -3.80455333 -4.82522879
27 1 1 -6.01433605 -3.87494503 -4.53110556
28 1 1 -6.39330586 -3.96977579 -3.61056822
29 1 1 -7.20269001 -3.46210757 -3.31532207
30 1 1 -6.52653586 -2.81386771 -2.96517832
31 1 1 -5.78049185 -3.44409360 -2.75015814
32 1 1 -6.48564482 -3.65790185 -2.07410687
33 1 1 -6.34093502 -3.75702518 -1.08961022
34 1 1 -6.29297513 -4.75471295 -1.13776588
35 1 1 -6.03277402 -4.97696086 -0.19813763
36 1 1 -6.23793872 -4.38228625 0.57921014
37 1 1 -6.97666349 -4.70920510 1.16862493
38 1 1 -6.41662383 -5.38207128 0.68529617
39 1 1 -7.32505635 -5.42936537 0.26994858
40 1 1 -7.73282724 -4.52463222 0.14673809
41 1 1 -8.70424934 -4.45325235 -0.07963335
42 1 1 -9.34427185 -4.90618501 0.54103016
43 1 1 -10.01649801 -4.42832864 1.10650808
44 1 1 -9.52909546 -4.77381531 1.90842935
45 1 1 -9.35753800 -5.70087501 1.57507015
