step,T,N,E,E_per_bead,Rg,Ree,local_acceptance,pivot_acceptance,production
1000,1.5,100,17.302815258500384,0.17302815258500384,5.433430125309433,6.577941078174059,0.5195876288659794,0.03333333333333333,False
2000,1.5,100,15.225754915651788,0.15225754915651787,5.530276270727658,12.250100083735136,0.5224342444559051,0.03278688524590164,False
3000,1.5,100,17.02742567366091,0.17027425673660912,5.645461256127178,13.05335931399252,0.5319807427785419,0.05434782608695652,False
4000,1.5,100,10.473303188318337,0.10473303188318336,5.671422923691098,13.246184962350005,0.5312338668043366,0.03968253968253968,False
5000,1.5,100,-14.078085188406643,-0.14078085188406642,5.647075792318534,12.905156298049466,0.5351094589012805,0.03164556962025317,False
6000,1.5,100,-33.454995459997015,-0.33454995459997017,5.6419801118960615,12.696187614385341,0.5262433316124592,0.026455026455026454,False
7000,1.5,100,0.8337842199693375,0.008337842199693375,6.812486577881626,14.190155204717358,0.524413630328957,0.03167420814479638,False
8000,1.5,100,-16.20771238243037,-0.1620771238243037,6.799879158340504,13.976883350149464,0.5228682170542636,0.026923076923076925,False
9000,1.5,100,-24.087937598537174,-0.24087937598537174,6.7756765524021105,13.793174628843714,0.520854877628404,0.02356902356902357,False
10000,1.5,100,-20.930192910769563,-0.20930192910769563,6.779143685276456,13.464505919333357,0.518200620475698,0.021212121212121213,False
11000,1.5,100,-14.161064802449602,-0.14161064802449602,6.778405486536117,13.671842760980576,0.5187588152327222,0.019178082191780823,False
12000,1.5,100,8.370970909236563,0.08370970909236564,6.75685328277796,13.469672081855293,0.5228859581070597,0.017543859649122806,False
13000,1.5,100,-22.315957850940148,-0.2231595785094015,6.7809546828285026,13.597785929913549,0.5214933927718516,0.01598173515981735,False
14000,1.5,100,-19.898115699550576,-0.19898115699550575,6.764384898474313,13.746771001540456,0.5198462561904058,0.014861995753715499,False
15000,1.5,100,-38.63011703868385,-0.3863011703868385,6.771431924909074,13.674928881674292,0.5206622973439117,0.013861386138613862,False
16000,1.5,100,11.561690515999564,0.11561690515999563,6.7731214936343065,13.594232789362822,0.5198266382042823,0.012939001848428836,False
17000,1.5,100,-11.140883096901117,-0.11140883096901116,6.783013703412164,13.778701579253577,0.5203870496592016,0.01232394366197183,False
18000,1.5,100,-19.469707362933022,-0.19469707362933023,6.784820505545558,13.98450113498466,0.5210142011153912,0.011532125205930808,False
19000,1.5,100,-7.5596572694103115,-0.07559657269410311,6.77415502677019,14.12378421128866,0.5210523448989597,0.0109204368174727,False
20000,1.5,100,-23.224445290089193,-0.23224445290089193,6.781647510854625,13.852827093600421,0.520387043361275,0.010385756676557863,False
21000,1.5,100,-21.811966197259405,-0.21811966197259405,6.7826334606811285,13.955240104290775,0.5197319800955806,0.00995732574679943,False
22000,1.5,100,-30.88319018270833,-0.3088319018270833,6.757115635472764,13.666911244658374,0.5185968871961254,0.009549795361527967,False
23000,1.5,100,-20.88536302586253,-0.20885363025862533,6.748344515013402,13.36247331502203,0.517890856783242,0.009283819628647215,False
