step,T,N,E,E_per_bead,Rg,Ree,local_acceptance,pivot_acceptance,production
1000,1.5,50,8.639939561275138,0.17279879122550276,4.202328484958238,14.18999357882595,0.5005138746145941,0.1111111111111111,False
2000,1.5,50,-0.7226451051506859,-0.01445290210301372,3.3590135315596377,10.563346488610678,0.5160123966942148,0.078125,False
3000,1.5,50,-6.697339135189424,-0.13394678270378846,3.440865531035509,11.64968907121535,0.517039586919105,0.05263157894736842,False
4000,1.5,50,-6.002582304549622,-0.12005164609099245,3.4082232540854513,11.620386467836417,0.5245224574083635,0.03968253968253968,False
5000,1.5,50,0.12465019950321121,0.0024930039900642243,3.187302263703663,10.397610025210046,0.5222429133043658,0.04790419161676647,False
6000,1.5,50,-21.149630720144284,-0.42299261440288566,3.1315934841717645,10.166044059280223,0.5197243755383291,0.041025641025641026,False
7000,1.5,50,-3.0615610206939494,-0.06123122041387899,3.1225413633304524,10.007383117008457,0.5202243873634484,0.035398230088495575,False
8000,1.5,50,3.671817791634423,0.07343635583268845,3.756800434339316,10.949523558047456,0.5218346253229974,0.04230769230769231,False
9000,1.5,50,-4.690792432256974,-0.09381584864513949,3.712756273710298,10.996707677053134,0.5251204404679972,0.03900709219858156,False
10000,1.5,50,-2.481806917383902,-0.049636138347678035,3.6691827027087203,11.074131350711752,0.5225606608156944,0.03492063492063492,False
11000,1.5,50,0.2653518655845146,0.005307037311690292,3.524756289103959,9.228142272284273,0.5269623933227047,0.03560830860534125,False
12000,1.5,50,-19.330952986190102,-0.38661905972380206,3.4707049420875182,9.087454743504837,0.5222212670850168,0.0326975476839237,False
13000,1.5,50,-18.091069242910496,-0.3618213848582099,3.430688549743203,9.375486390139457,0.5219012855102365,0.03015075376884422,False
14000,1.5,50,-17.264319969349323,-0.34528639938698646,3.5091282297880673,9.206726952195458,0.521162070491078,0.0273972602739726,False
15000,1.5,50,-17.564898163553337,-0.35129796327106677,3.6406915051920454,10.552587736562831,0.5201679515418502,0.03177966101694915,False
16000,1.5,50,-21.855021438214344,-0.4371004287642869,3.5855610968790788,11.170091908399387,0.5214419294512156,0.032454361054766734,False
17000,1.5,50,-2.5389311973902577,-0.050778623947805156,3.6029406248401137,11.024961987549496,0.5229630528423224,0.030947775628626693,False
18000,1.5,50,-7.304199346322405,-0.1460839869264481,3.561049606443545,11.81331628801363,0.5203485039550614,0.02888086642599278,False
19000,1.5,50,-34.64792345592767,-0.6929584691185533,3.49415847665964,11.589608545126035,0.5187255753365175,0.027777777777777776,False
20000,1.5,50,-20.18436011972972,-0.40368720239459444,3.522014295136873,11.862256269338477,0.5163469471947195,0.02631578947368421,False
