step,T,N,E,E_per_bead,Rg,Ree,local_acceptance,pivot_acceptance,production
1000,1.0,50,-2.832482040687033,-0.05664964081374066,4.8198866950619355,13.109546439385637,0.4484536082474227,0.16666666666666666,False
2000,1.0,50,-18.818965645443413,-0.3763793129088683,4.805786628864883,12.920802391435139,0.4520618556701031,0.1,False
3000,1.0,50,-24.933621202879813,-0.49867242405759626,4.376840653770328,11.181711040762105,0.46008258774948385,0.07446808510638298,False
4000,1.0,50,-30.144008823289973,-0.6028801764657995,4.339463964155284,10.926805875236372,0.46084259498578445,0.05343511450381679,False
5000,1.0,50,-18.08549039988695,-0.361709807997739,4.36845376046691,11.380387610618468,0.4636213311285655,0.043209876543209874,False
6000,1.0,50,-12.152782389343457,-0.24305564778686914,4.392174619310145,11.529958449993128,0.4622168424693066,0.03225806451612903,False
7000,1.0,50,-24.342938084581558,-0.48685876169163117,4.405441790015135,11.196541433764224,0.4620281273131014,0.02857142857142857,False
8000,1.0,50,-17.24565259917805,-0.34491305198356104,4.393441718887401,11.404669715421491,0.4614489003880983,0.025925925925925925,False
9000,1.0,50,-18.00454377548785,-0.360090875509757,4.394148247193294,11.531012782593583,0.46090251464002757,0.024054982817869417,False
10000,1.0,50,-20.83278250691027,-0.4166556501382054,4.325445245744456,10.948432382252077,0.4586606035551881,0.021604938271604937,False
11000,1.0,50,-24.09372352977984,-0.4818744705955968,3.151843838700804,4.377316784257007,0.45981975215921894,0.022988505747126436,False
12000,1.0,50,-19.232850986839537,-0.38465701973679073,3.1114411793924788,5.264833557117315,0.46026148288319285,0.026737967914438502,False
13000,1.0,50,-17.15161041583154,-0.34303220831663084,3.0113170527594564,4.783712534209616,0.45869737887212075,0.024390243902439025,False
14000,1.0,50,-26.102317678607417,-0.5220463535721483,2.98811683857578,4.4713909243708665,0.4573008849557522,0.022727272727272728,False
15000,1.0,50,-31.60345526590633,-0.6320691053181267,2.5786838504553713,7.247282473491881,0.4559218223109215,0.023454157782515993,False
16000,1.0,50,-38.21528787061021,-0.7643057574122042,2.5292200303785823,7.441418208897542,0.4546979865771812,0.021825396825396824,False
17000,1.0,50,-36.03130324090767,-0.7206260648181534,2.493983090234833,7.139576510515596,0.45190088667557393,0.020599250936329586,False
18000,1.0,50,-40.58742649540919,-0.8117485299081838,2.4527636642814454,6.973308737007664,0.451118760757315,0.01929824561403509,False
19000,1.0,50,-43.30226992279432,-0.8660453984558865,2.4371361015785338,7.357739274075363,0.44933130368598456,0.018151815181518153,False
20000,1.0,50,-46.894046470744094,-0.9378809294148819,2.360586310395596,7.118390067456367,0.44728682170542633,0.016923076923076923,False
21000,1.0,50,-53.15557125328346,-1.0631114250656692,2.3578351867987,6.681482685633827,0.44694992861011273,0.015965166908563134,False
