step,T,N,E,E_per_bead,Rg,Ree,local_acceptance,pivot_acceptance,production
1000,1.2,200,-25.397373650766255,-0.12698686825383126,11.399364252956316,30.024745483458837,0.46138002059732236,0.5172413793103449,False
2000,1.2,200,-15.893936344679151,-0.07946968172339576,11.387142819299859,29.99322471629111,0.4643226473629783,0.22727272727272727,False
3000,1.2,200,-2.2145658998792657,-0.01107282949939633,11.394409652211325,30.106161740077713,0.47239475500345063,0.14705882352941177,False
4000,1.2,200,-22.330715649566493,-0.11165357824783247,11.38868579744107,30.18987116892527,0.474010861132661,0.11278195488721804,False
5000,1.2,200,-14.464586964522194,-0.07232293482261097,11.38135428342599,30.040774634028867,0.47677059673755934,0.09554140127388536,False
6000,1.2,200,-28.85685714799084,-0.1442842857399542,12.722924926777248,36.076259632154596,0.48376009623646676,0.10497237569060773,False
7000,1.2,200,-36.06805532006772,-0.1803402766003386,12.729954327739984,36.44298887519241,0.48305334512231063,0.08878504672897196,False
8000,1.2,200,-42.109093588170005,-0.21054546794085002,12.731959720990089,36.38855054557546,0.48441524987120044,0.08050847457627118,False
9000,1.2,200,-34.758533750924826,-0.17379266875462412,12.732859122529847,36.312349250416034,0.4872323371121035,0.07116104868913857,False
10000,1.2,200,-42.244947732697334,-0.21122473866348668,12.7414269600671,36.05640351031509,0.48978960396039606,0.0625,False
11000,1.2,200,-46.055930148466366,-0.23027965074233184,12.737305178902147,36.14960681579436,0.48560982469297836,0.057057057057057055,False
12000,1.2,200,-35.21967226103472,-0.1760983613051736,12.737123060899462,36.440849108083356,0.4842123376064699,0.050397877984084884,False
13000,1.2,200,-78.26543806865253,-0.39132719034326263,12.729568589162067,36.45618477955561,0.48327639628187813,0.04600484261501211,False
14000,1.2,200,-52.55887274665716,-0.2627943637332858,12.727120273484163,37.01703721220938,0.48421363233992326,0.04279279279279279,False
15000,1.2,200,-71.9159331336331,-0.3595796656681655,12.706495049569831,36.967355704129155,0.4835467437697921,0.04008438818565401,False
16000,1.2,200,-42.51549195077142,-0.2125774597538571,12.695912654734052,37.03437636693903,0.4841582241724205,0.03777335984095427,False
17000,1.2,200,-52.563645015798464,-0.26281822507899233,12.692290572444595,37.30506317081438,0.48318970748877293,0.03639846743295019,False
18000,1.2,200,-21.027537266694765,-0.10513768633347383,12.682783402280473,37.00492078549016,0.4829779917469051,0.034420289855072464,False
19000,1.2,200,-41.74346877333873,-0.20871734386669366,12.686395841058003,37.0972513105966,0.48414766558089034,0.032758620689655175,False
20000,1.2,200,-55.592028154548785,-0.27796014077274395,12.675914127255542,36.76157208892524,0.48491568253313394,0.031198686371100164,False
21000,1.2,200,-41.86857825752847,-0.20934289128764236,12.672188732710248,36.64555129408137,0.4849972990227373,0.029827315541601257,False
22000,1.2,200,-43.99313663898037,-0.21996568319490184,12.667765890864338,36.63041940384719,0.4843457067866517,0.0286144578313253,False
23000,1.2,200,-42.519438092645686,-0.21259719046322842,12.671241243487113,36.590845004843686,0.48316369995067926,0.027259684361549498,False
24000,1.2,200,-79.58635454439387,-0.39793177272196933,12.682137705725909,36.36338201045225,0.48319436086993894,0.025885558583106268,False
25000,1.2,200,-81.01495125316053,-0.40507475626580264,12.69504000030836,35.94517935248715,0.48357814820927547,0.024869109947643978,False
26000,1.2,200,-72.00160321033245,-0.3600080160516622,12.692959128137298,35.74107719458217,0.48402841157096943,0.023779724655819776,False
