LAMMPS polymer data

200 atoms
199 bonds

1 atom types
1 bond types

-25.53968698 20.33676990 xlo xhi
-15.41070071 19.96634523 ylo yhi
-23.51851180 18.96739924 zlo zhi

Masses

1 1.00000000

Atoms

1 1 1 9.50592898 9.96634523 -11.90615204
2 1 1 9.12182283 9.05922381 -11.73412533
3 1 1 8.43007337 8.95097370 -12.44810333
4 1 1 9.16460351 8.70666106 -13.08117269
5 1 1 9.46080633 7.85754482 -13.51851180
6 1 1 8.84340623 7.17274373 -13.13138832
7 1 1 9.53463008 6.80212651 -12.51102353
8 1 1 10.19530568 7.37065122 -12.02083234
9 1 1 9.98220053 7.21233332 -11.05671532
10 1 1 9.43435869 6.74524899 -10.36266810
11 1 1 8.56166805 6.75275401 -10.85088395
12 1 1 8.49046571 6.74613569 -9.85344402
13 1 1 8.34257744 7.31291191 -9.04295418
14 1 1 9.33583564 7.25341241 -9.14244265
15 1 1 10.08440537 6.68603307 -9.48555203
16 1 1 10.33676990 7.15906168 -8.64142166
17 1 1 9.60440715 7.00019366 -7.97929949
18 1 1 9.86100229 6.44398553 -7.18886198
19 1 1 10.18566501 6.59279128 -6.25481115
20 1 1 9.79474291 7.00155467 -5.43013400
21 1 1 9.71011789 7.53572359 -6.27126548
22 1 1 9.10743382 8.21579862 -6.68872190
23 1 1 8.32694873 8.75510220 -7.00494124
24 1 1 7.46122949 8.33552262 -6.73202518
25 1 1 8.23117341 8.01956828 -6.17762530
26 1 1 8.24161626 8.35545120 -5.23577945
27 1 1 7.93498092 9.29687244 -5.37613910
28 1 1 8.11615752 9.13951855 -4.40535859
29 1 1 7.96222885 9.41687902 -3.45700363
30 1 1 8.20798465 8.45803059 -3.31482849
31 1 1 8.58245516 7.97735683 -2.52190695
32 1 1 7.86070413 7.33295882 -2.26926758
33 1 1 8.21624463 6.84297418 -1.47333667
34 1 1 8.07829167 5.85395897 -1.52642051
35 1 1 7.07853397 5.83320915 -1.51907319
36 1 1 7.01181075 5.64759454 -2.49942783
37 1 1 8.00991118 5.69964776 -2.53238220
38 1 1 8.96984509 5.95529631 -2.41761845
39 1 1 9.90524064 5.62979432 -2.27947497
40 1 1 9.78165185 6.07889344 -1.39458187
41 1 1 9.56407462 6.82440875 -0.76460801
42 1 1 9.67322655 7.42908670 0.02434727
43 1 1 9.30266824 6.51065233 0.16278448
44 1 1 8.72714879 5.87683387 -0.35398580
45 1 1 8.46647706 5.43569091 0.50475930
46 1 1 8.10949059 4.60952262 0.94065677
47 1 1 7.92502217 4.88444185 -0.00294845
48 1 1 7.42073302 4.02121381 0.02006930
49 1 1 8.08733025 3.28120591 0.10971547
50 1 1 8.96159560 2.85759382 -0.12737713
51 1 1 9.41850922 3.26740690 0.66210572
52 1 1 10.32409608 3.02054234 0.31718496
53 1 1 10.29021691 3.19420723 1.30140684
54 1 1 9.75527040 2.47768483 1.74909857
55 1 1 8.90284656 2.28106787 2.23357289
56 1 1 8.40420791 2.71407036 1.48266122
57 1 1 7.47270140 2.82268296 1.13553168
58 1 1 6.61604111 2.95359212 1.63452663
59 1 1 5.73983870 3.04219392 1.16079775
60 1 1 5.57556182 2.51221722 0.32884955
61 1 1 5.79496743 1.60442739 -0.02861205
62 1 1 4.97462981 1.39000008 0.50154558
63 1 1 4.30311543 1.61302535 1.20817714
64 1 1 3.48408287 1.67518022 1.77854759
65 1 1 3.17372326 0.73544981 1.92201769
66 1 1 2.93849740 1.04894471 1.00202327
67 1 1 2.48327396 0.41494444 0.37687106
68 1 1 2.59770106 0.04969172 -0.54697789
69 1 1 1.96023337 -0.70514039 -0.39249998
70 1 1 2.00876428 -1.60380830 -0.82843661
71 1 1 2.89050786 -1.21681161 -0.55869262
72 1 1 3.76190184 -0.76612684 -0.75248572
73 1 1 3.82440853 -0.05226153 -0.05499793
74 1 1 4.72440026 0.06389431 -0.47514398
75 1 1 5.03420803 -0.87602769 -0.33173626
76 1 1 5.82835295 -0.35765782 -0.64895310
77 1 1 5.70506996 0.25431529 -1.43016383
78 1 1 6.55729016 0.07757420 -1.92258977
79 1 1 7.10701725 -0.35674427 -1.20902996
80 1 1 8.04219640 -0.70854131 -1.25000305
81 1 1 8.05446748 -0.71059401 -0.25008045
82 1 1 7.24841281 -1.20887617 -0.56944035
83 1 1 6.36024375 -1.66593702 -0.61688611
84 1 1 6.66202684 -1.84060525 0.32035344
85 1 1 5.86874099 -1.64552293 0.89710336
86 1 1 5.46756779 -1.98946352 0.04812460
87 1 1 4.53255582 -1.94077344 0.39938217
88 1 1 4.02762462 -2.37649130 1.14449588
89 1 1 3.41188708 -2.78882165 0.47304152
90 1 1 2.51577223 -2.34610884 0.50440287
91 1 1 2.61077677 -2.49372629 -0.48006817
92 1 1 2.26064314 -3.32066262 -0.92004855
93 1 1 2.05684750 -4.28047746 -0.72711636
94 1 1 2.57298460 -4.89043122 -0.12581868
95 1 1 1.63161082 -5.22616656 -0.09269491
96 1 1 0.89974450 -4.54471833 -0.09266853
97 1 1 1.37923100 -3.66768663 -0.12280314
98 1 1 1.37707731 -4.01068550 0.81653020
99 1 1 0.66079350 -3.33466078 0.98952758
100 1 1 0.21165660 -4.17248103 1.29990361
101 1 1 -0.38564487 -3.40297374 1.07387375
102 1 1 -1.09354009 -3.91788203 0.59039282
103 1 1 -1.22309252 -4.82267816 0.18473271
104 1 1 -0.91019379 -4.99229863 1.11925038
105 1 1 -0.69978545 -5.07431079 2.09341789
106 1 1 -0.08349197 -5.41070071 1.38136160
107 1 1 0.04325379 -4.92081732 0.51883637
108 1 1 -0.25773734 -4.93540234 -0.43467903
109 1 1 0.23902591 -4.23795864 -0.95120449
110 1 1 0.88405518 -3.82651945 -1.59514163
111 1 1 0.54725650 -3.01697109 -2.07597226
112 1 1 0.44678248 -3.28160134 -3.03507382
113 1 1 -0.36801115 -2.82092845 -2.68309112
114 1 1 -0.91810403 -2.40913216 -1.95657777
115 1 1 -1.35800390 -1.59582046 -1.57577310
116 1 1 -1.75351996 -2.33061220 -1.02473031
117 1 1 -2.66125934 -2.58767524 -0.69317670
118 1 1 -2.85656732 -3.48643646 -1.08571085
119 1 1 -2.21825613 -4.23126933 -0.89133278
120 1 1 -2.47339072 -4.51594234 0.03271679
121 1 1 -2.13567458 -3.60995340 0.28792623
122 1 1 -1.85684505 -3.60195517 1.24823353
123 1 1 -1.78593666 -4.56507903 0.98868694
124 1 1 -2.40284771 -5.03255628 1.62184235
125 1 1 -2.19924580 -4.47043197 2.42344233
126 1 1 -2.55130088 -3.70827455 2.96674086
127 1 1 -1.72118992 -3.16452765 2.84322930
